db,name,object_id,RowCount,create_date,modify_date,PK_name,PKColumns,TableColumns,TableHasChangeDT
eFin,intacct,169103693,0,2016-10-18 12:44:26,2016-10-18 12:51:18,,,"[fund],[int_acct]",
eFin,integration_errors,105923599,0,2022-03-16 08:39:23,2022-03-16 08:39:23,PK_integration_errors,[index_id],"[index_id],[message_id],[time_stamp],[request],[response],[integration_type],[source_product],[status],[empl_id],[job_number],[location]",
eFin,integration_errors_renamed,1294783820,0,2022-03-16 08:07:31,2022-03-16 08:39:23,PK_integration_errors_renamed,[index_id],"[index_id],[message_id],[time_stamp],[request],[response],[empl_id],[integration_type],[source_product],[status],[job_number],[location]",
eFin,integration_fields,1515920522,22,2019-07-15 10:17:48,2024-03-17 14:34:52,pk_integration_fields,"[table_name],[field_name]","[table_name],[field_name]",
eFin,interface_setup,2146158741,0,2016-10-18 13:16:47,2016-10-18 13:16:47,,,"[interface_name],[option_name],[option_value]",
eFin,interfund_bal_walk,535829121,0,2022-03-16 08:09:09,2022-03-16 08:09:09,pk_interfund_bal_walk,"[yr],[from_fund_1],[to_fund_2]","[yr],[from_fund_1],[to_fund_2],[due_to_f2_acct],[due_from_f1_acct],[due_to_f1_acct],[due_from_f2_acct],[from_fund_bal_acct],[to_fund_bal_acct]",
eFin,interviewer,685961520,0,2016-10-18 11:15:00,2016-10-18 11:15:00,,,"[code],[desc_x]",
eFin,intransact,2093966536,0,2016-10-18 11:42:09,2018-12-18 21:07:12,,,"[rec_no],[invest_id],[trans_dte],[trans_type],[trans_meth],[vend_no],[descript],[totamt],[date_entered],[batch_no],[operator],[upd_flg],[int_flg],[period],[yr],[int_rate]",
eFin,intransdtl,2109966593,0,2016-10-18 11:42:10,2016-10-18 12:51:04,,,"[rec_no],[itm],[acct_type],[invest_id],[amount],[key_orgn],[rev_orgn],[acct],[project],[proj_acct],[creddeb],[dist_itm]",
eFin,intranstyp,90483401,0,2016-10-18 11:42:13,2016-10-18 12:51:04,,,"[trans_type],[description]",
eFin,inuse_check_no,951830603,0,2022-03-16 08:09:23,2022-03-16 08:09:23,pk_inuse_check_no,"[disb_gl_key_orgn],[check_no]","[disb_gl_key_orgn],[check_no],[gl_cash],[operator]",
eFin,inuse_no,1091534972,2,2016-10-18 12:26:55,2016-10-18 12:26:55,,,"[iname],[num]",
eFin,inuse_payable,919830489,0,2022-03-16 08:09:23,2022-03-16 08:09:23,pk_inuse_payable,[row_id],"[row_id],[trans_no],[operator],[process_date_time]",
eFin,inv_prof,915534345,0,2016-10-18 12:25:35,2016-10-18 13:19:16,,,"[client],[system],[company],[period],[yr],[auto_req],[next_req],[prof_acct],[inter_acct],[fill_id],[appv_req],[start_date],[end_date],[title1],[title2],[title3],[title4],[title5],[disc_stock],[low_acct],[high_acct],[require_valid_po],[recv_in_war_flg]",
eFin,invaudit,106483458,0,2016-10-18 11:42:13,2016-10-18 12:51:04,,,"[invest_id],[descript_o],[descript_c],[mature_dte_o],[mature_dte_c],[inv_type_o],[inv_type_c],[pool_no_o],[pool_no_c],[units_o],[units_c],[unitcost_o],[unitcost_c],[amort_left_o],[amort_left_c],[amort_method_o],[amort_method_c],[vend_no_o],[vend_no_c],[face_value_o],[face_value_c],[purch_dte_o],[purch_dte_c],[purch_amt_o],[purch_amt_c],[int_rate_o],[int_rate_c],[int_period_o],[int_period_c],[reinvest_o],[reinvest_c],[effective_int_o],[effective_int_c],[market_val_o],[market_val_c],[market_dte_o],[market_dte_c],[compound_freq_o],[compound_freq_c],[pay_freq_o],[pay_freq_c],[user1_o],[user1_c],[user2_o],[user2_c],[user3_o],[user3_c],[user4_o],[user4_c],[user5_o],[user5_c],[recved_dte_o],[recved_dte_c],[recved_int_o],[recved_int_c],[accrued_dte_o],[accrued_dte_c],[accrued_int_o],[accrued_int_c],[reinvest_dte_o],[reinvest_dte_c],[reinvest_amt_o],[reinvest_amt_c],[sale_dte_o],[sale_dte_c],[sale_amt_o],[sale_amt_c],[invest_acct_o],[invest_acct_c],[gain_acct_o],[gain_acct_c],[cash_o],[cash_c],[receive_o],[receive_c],[revenue_o],[revenue_c],[intf_o],[intf_c],[prem_acct_o],[prem_acct_c],[purch_recv_o],[purch_recv_c],[purch_value_o],[purch_value_c],[int_flg_o],[int_flg_c],[mature_flg_o],[mature_flg_c],[annual_rate_o],[annual_rate_c],[pf_type_o],[pf_type_c],[stampid],[stampdate],[stamptime],[opt]",
eFin,invcomm,1277963629,0,2016-10-18 11:18:15,2016-10-18 12:50:58,,,"[stock_no],[measure],[desc1],[desc2],[desc3],[desc4],[desc5],[category],[allow_bo],[ord_iss],[lead_time],[cr_acct],[dr_acct],[price1],[date1],[vend1],[ven_nam1],[price2],[date2],[vend2],[ven_nam2],[price3],[date3],[vend3],[ven_nam3],[markup],[rev_acct],[auto_price]",
eFin,investment,2061966422,0,2016-10-18 11:42:09,2016-10-18 12:51:04,,,"[invest_id],[descript],[mature_dte],[inv_type],[pool_no],[units],[unitcost],[amort_left],[amort_method],[vend_no],[face_value],[purch_dte],[purch_amt],[int_rate],[int_period],[reinvest],[effective_int],[market_val],[market_dte],[compound_freq],[pay_freq],[user1],[user2],[user3],[user4],[user5],[recved_dte],[recved_int],[accrued_dte],[accrued_int],[reinvest_dte],[reinvest_amt],[sale_dte],[sale_amt],[invest_acct],[gain_acct],[cash],[receive],[revenue],[intf],[prem_acct],[purch_recv],[purch_value],[int_flg],[mature_flg],[annual_rate],[pf_type]",
eFin,invlocn,1309963743,0,2016-10-18 11:18:16,2016-10-18 12:50:58,,,"[locn],[address1],[address2],[address3],[address4],[person],[key_orgn],[adj_orgn],[adj_acct]",
eFin,invrecom,1213963401,0,2016-10-18 11:18:14,2016-10-18 12:50:58,,,"[req_no],[line_no],[stock_no],[quantity],[back_order],[price],[amount],[filled],[fill_date],[key_orgn],[proj],[account],[proj_acct],[rstatus],[ar_date],[markup],[cost]",
eFin,invreq,1245963515,0,2016-10-18 11:18:14,2016-10-18 12:50:58,,,"[req_no],[locn],[requested],[require],[printed],[ship_code],[person],[remarks],[req_yr]",
eFin,invtory,947534459,0,2016-10-18 12:25:36,2024-03-17 14:33:05,pk_invtory,"[locn],[stock_no]","[locn],[stock_no],[ro_point],[safe_point],[ro_quantity],[price],[cost],[on_hand],[requested],[back_order],[on_order],[deliv_date],[discontinued],[ytd_use],[ytd_pur],[last_ord],[last_issued],[last_recv],[user1],[user2],[user3],[user4],[user5],[l_po_no],[l_po_line],[w_area],[aisle],[bin_shelf],[cr_acct],[dr_acct],[markup],[rev_acct]",
eFin,invtran,931534402,0,2016-10-18 12:25:36,2016-10-18 12:51:15,,,"[locn],[stock_no],[req_no],[req_line_no],[vend_no],[price],[quantity],[trans_amt],[trans_date],[tran_type],[key_orgn],[account],[proj],[proj_acct],[billed],[person],[remarks],[po_no],[po_line_no],[operator],[fill_id],[ship_code],[pur_qty],[yr],[bill_per],[lyr_use],[cost]",
eFin,invtype,26483173,0,2016-10-18 11:42:11,2016-10-18 12:51:04,,,"[inv_type],[descript]",
eFin,invuse,1293963686,0,2016-10-18 11:18:15,2016-10-18 12:50:58,,,"[locn],[stock_no],[yr],[ship_code],[yr_iss],[issue1],[issue2],[issue3],[issue4],[issue5],[issue6],[issue7],[issue8],[issue9],[issue10],[issue11],[issue12]",
eFin,irs_country_codes,672929669,257,2022-12-22 23:24:55,2022-12-22 23:24:55,,,"[country_cd],[country_name],[addr_format]",
eFin,ischedule,2063398470,0,2019-07-15 10:17:04,2019-07-15 10:17:04,,,"[batch_no],[eff_date],[schedule],[desc_x],[hs_flag],[days_worked],[hours_day],[bn_flag],[state_hours_day],[step],[range_01],[range_02],[range_03],[range_04],[range_05],[range_06],[range_07],[range_08],[range_09],[range_10],[range_11],[range_12],[range_13],[range_14],[range_15],[range_16],[range_17],[range_18],[range_19],[range_20],[range_21],[range_22],[range_23],[range_24],[range_25],[range_26],[range_27],[range_28],[range_29],[range_30],[range_31],[range_32],[range_33],[range_34],[range_35],[range_36],[range_37],[range_38],[range_39],[range_40],[range_41],[range_42],[range_43],[range_44],[range_45],[range_46],[range_47],[range_48],[range_49],[range_50],[range_51],[range_52],[range_53],[range_54],[range_55],[range_56],[range_57],[range_58],[range_59],[range_60],[range_61],[range_62],[range_63],[range_64],[range_65],[range_66],[range_67],[range_68],[range_69],[range_70],[range_71],[range_72],[range_73],[range_74],[range_75],[range_76],[range_77],[range_78],[range_79],[range_80],[range_81],[range_82],[range_83],[range_84],[range_85],[range_86],[range_87],[range_88],[range_89],[range_90],[range_91],[range_92],[range_93],[range_94],[range_95],[range_96],[range_97],[range_98],[range_99]",
eFin,it_audit,759009785,0,2016-10-18 11:47:23,2016-10-18 12:51:05,,,"[yr],[stampid],[stampdate],[stamptime],[std_phase],[iteration],[key_orgn],[act],[ledger]",
eFin,it_expledgr,791009899,0,2016-10-18 11:47:24,2016-10-18 12:51:05,,,"[yr],[iteration],[key_orgn],[account],[base_amt],[new_amt],[freeze],[stampid],[stampdate],[stamptime]",
eFin,it_phase,663009443,0,2016-10-18 11:47:21,2016-10-18 12:51:05,,,"[yr],[phase_id],[description],[label_1],[label_2],[final_exp],[final_rev],[final_proj]",
eFin,it_proledgr,823010013,0,2016-10-18 11:47:25,2016-10-18 12:51:05,,,"[yr],[iteration],[key_orgn],[account],[base_amt],[new_amt],[freeze],[stampid],[stampdate],[stamptime]",
eFin,it_psavdist,839010070,0,2016-10-18 11:47:25,2016-10-18 12:51:05,,,"[orgn_proj],[acct],[rec_type],[iteration],[yr]",
eFin,it_revledgr,807009956,0,2016-10-18 11:47:24,2016-10-18 12:51:05,,,"[yr],[iteration],[key_orgn],[account],[base_amt],[new_amt],[freeze],[stampid],[stampdate],[stamptime]",
eFin,it_stat,743009728,0,2016-10-18 11:47:23,2016-10-18 12:51:05,,,"[yr],[std_phase],[key_orgn],[iteration],[saved],[ledger],[stampid],[stampdate],[stamptime]",
eFin,iteration,679009500,0,2016-10-18 11:47:22,2016-10-18 12:51:05,,,"[yr],[iteration],[phase_id],[description],[label_1],[label_2]",
eFin,iternote,695009557,0,2016-10-18 11:47:22,2016-10-18 12:51:05,,,"[yr],[iteration],[line_no],[note]",
eFin,itimecard,1573632699,0,2016-10-18 13:15:32,2019-07-15 10:17:03,,,"[row_id],[empl_no],[pay_run],[classify],[pay_code],[hours],[payrate],[amount],[orgn],[account],[proj],[pacct],[tax_ind],[pay_cycle],[flsa_cycle],[post_flg],[status_flg],[start_date],[stop_date],[lv_code],[lv_hrs],[remarks],[check_date],[sub_id],[sub_pay_code],[sub_pay_class],[sub_pay_rate],[sub_amt_paid],[sub_loc],[sub_tax_ind],[sub_orgn],[sub_acct],[sub_start],[sub_stop],[sub_hrs],[load_date],[load_user],[change_date],[change_user]",
eFin,jac_employee,1792061470,0,2016-10-18 12:30:25,2016-10-18 12:51:15,,,"[empl_no],[admin_flag],[viewer_flag],[super_flag]",
eFin,je_nums,1098486992,981,2016-10-18 11:44:59,2016-10-18 12:51:04,,,"[code],[je_number],[yr]",
eFin,jeaprv_hist,1175883456,0,2022-10-02 07:13:38,2023-04-08 08:14:01,pk_jeaprv_hist,[row_id],"[row_id],[yr],[je_number],[control_no],[action],[comment],[action_date],[lvl],[approved_by],[approval_level],[app_empl_no],[del_empl_no],[action_time],[assigned_date],[assigned_time]",
eFin,jenote,1671013034,0,2016-10-18 11:50:19,2016-10-18 12:51:06,,,"[je_number],[lino],[description]",
eFin,job_data,1191727348,0,2016-10-18 13:17:49,2016-10-18 13:17:49,PK__job_data__6965AB57AC9BBFD2,[row_id],"[job_no],[key_value1],[key_value2],[key_value3],[key_value4],[key_value5],[key_value6],[key_value7],[key_value8],[key_value9],[status],[create_when],[create_who],[update_when],[update_who],[row_id]",
eFin,job_inv,525960950,0,2016-10-18 11:14:40,2017-12-29 10:50:08,,,"[empl_no],[orgn],[classify],[contract_salary]",
eFin,job_master,1159727234,0,2016-10-18 13:17:49,2023-04-08 08:14:15,PK__job_mast__6E3281CAE2396757,[job_no],"[job_no],[userid],[job_type],[job_status],[job_desc],[start_dt],[end_dt],[job_progress],[job_progress_dt],[doc_id],[create_when],[create_who],[update_when],[update_who],[row_id],[output]",
eFin,job_tabl,2000062211,0,2016-10-18 12:30:27,2016-10-18 12:30:27,,,"[job_code],[job_type],[sub_type],[job_desc],[pay_code],[pay_type],[units_day],[pay_rate],[job_class],[orgn],[account]",
eFin,jobcategory,1760061356,0,2016-10-18 12:30:25,2016-10-18 13:16:14,,,"[category],[title],[ref_link],[certpage_flag]",
eFin,jobopening,1776061413,0,2016-10-18 12:30:25,2019-07-15 10:16:31,,,"[job_class],[category],[job_no],[filled],[job_title],[certificate],[post_date],[deadline],[eeo_category],[responsibility],[requirement],[userdef1],[userdef1text],[userdef2],[userdef2text],[userdef3],[userdef3text],[userdef4],[userdef4text],[userdef5],[userdef5text],[userdef6],[userdef6text],[userdef7],[userdef7text],[userdef8],[userdef8text],[userdef9],[userdef9text],[userdef10],[userdef10text],[info_link],[eeo_group]",
eFin,jobtable,205959810,0,2016-10-18 11:10:07,2016-10-18 12:50:56,,,"[code],[desc_x]",
eFin,kpi_criteria,843202104,0,2016-10-18 13:17:41,2016-10-18 13:17:42,pk_kpi_criteria,"[tab_id],[panel_order],[key_value],[key_criteria]","[tab_id],[panel_order],[key_value],[key_criteria]",
eFin,kpi_expbudact,811201990,5961,2016-10-18 13:17:41,2016-10-18 13:17:41,pk_kpi_expbudact,"[key_orgn],[account]","[key_orgn],[account],[fund],[orgn1],[orgn2],[orgn3],[orgn4],[orgn5],[orgn6],[orgn7],[orgn8],[orgn9],[key_title],[acct_title],[bud],[per],[enc],[exp],[act],[bal],[create_date]",
eFin,lastcalc,976058563,23,2016-10-18 12:30:04,2016-10-18 12:30:04,,,"[pay_run],[indicator],[calc_date],[calc_time],[calc_id]",
eFin,leaveaprv,718677658,0,2016-10-18 13:17:32,2016-10-18 13:17:32,pk_leaveaprv,"[request_id],[lvl],[association_id]","[request_id],[lvl],[association_id],[association_seq],[app_empl_no],[del_empl_no],[spec_leave_flag],[act],[action_date],[comment],[approved_by]",
eFin,leaveaprv_hist,750677772,0,2016-10-18 13:17:32,2022-03-16 08:13:43,PK__leaveapr__6965AB573AC82868,[row_id],"[row_id],[hist_date],[hist_time],[request_id],[lvl],[association_id],[association_seq],[app_empl_no],[del_empl_no],[spec_leave_flag],[act],[action_date],[comment],[approved_by],[approval_level]",
eFin,leaverequest,686677544,0,2016-10-18 13:17:32,2016-10-18 13:17:32,PK__leavereq__18D3B90F0844691A,[request_id],"[request_id],[empl_no],[pay_code],[leave_code],[from_date],[to_date],[leave_units],[notes],[leave_status],[request_date],[attend_rowid]",
eFin,levtable,1674489044,14,2016-10-18 11:46:14,2024-03-17 14:35:11,pk_levtable,[lv_code],"[lv_code],[title],[ck_title],[acc_type],[acc_rate],[lwop_acct],[max_acc],[years],[exc_meth],[roll_lim],[roll_code],[max_earn],[unused_pay_meth],[unused_pay],[lv_unit],[emp_status],[prt_flg]",
eFin,libattachstatus,444580672,19368,2016-10-18 12:30:44,2016-10-18 12:30:44,,,"[group_desc],[key_field1],[key_field2],[key_field3],[key_field4],[key_field5],[num_attach]",
eFin,libcolcheck,1875537765,1,2016-10-18 12:28:42,2016-10-18 12:28:42,PK__libcolch__5C2047AF4829B742,[colcheckno],"[colcheckno],[coltable],[colcolumn],[colcheckprop],[colchecksql1],[colerrorif1],[colerrormsg1],[colchecksql2],[colerrorif2],[colerrormsg2],[colchecksql3],[colerrorif3],[colerrormsg3],[colcheckval],[colerrorifv],[colerrormsgv],[coldefaultsql],[coldefaultval],[colchecknull]",
eFin,librefcolumns,1731537252,68,2016-10-18 12:28:26,2016-10-18 12:28:26,PK__librefco__2BA5DC3259DF7AA7,[refcolumn],"[refcolumn],[refcolumnname],[refcolumndisplay],[reftable],[createuserid],[createstamp],[changeuserid],[changestamp]",
eFin,libreftables,1699537138,17,2016-10-18 12:28:25,2016-10-18 12:28:25,PK__librefta__B9BA8AB1D5BA08F4,[reftable],"[reftable],[reftablename],[reftabledisplay],[reftabledesc],[reftablegrp],[createuserid],[createstamp],[changeuserid],[changestamp]",
eFin,lo2table,1421964142,0,2016-10-18 11:18:19,2019-07-15 10:17:06,,,"[location],[pay_freq],[marital],[ear],[amt],[per]",
eFin,lo3table,1437964199,0,2016-10-18 11:18:19,2019-07-15 10:17:06,,,"[location],[pay_freq],[marital],[cred]",
eFin,loc_cross,1068582895,0,2016-10-18 12:41:55,2016-10-18 12:51:17,,,"[yr],[bid_no],[location],[ship_code]",
eFin,location,941962432,0,2016-10-18 11:16:15,2016-10-18 12:50:57,,,"[loccode],[locdesc]",
eFin,loctable,1405964085,0,2016-10-18 11:18:18,2024-03-17 14:34:36,pk_loctable,"[location],[pay_freq],[marital]","[location],[description],[pay_freq],[marital],[account],[stan_rate],[stan_min],[stan_max],[mar_exemp],[depend],[supp_per]",
eFin,log_detail,1575832826,0,2022-03-16 08:10:26,2022-03-16 08:10:26,,,"[log_id],[rec_type],[empl_no],[edu_id],[f_name],[l_name],[m_name],[source],[code],[descr],[action],[message]",
eFin,log_header,1543832712,0,2022-03-16 08:10:26,2022-03-16 08:10:26,PK__log_head__9E2397E0E6CB8954,[log_id],"[log_id],[task_his_id],[file_info],[total_cnt],[succeed_cnt],[failed_cnt],[change_uid],[info]",
eFin,lts_tabl,2048062382,0,2016-10-18 12:30:28,2016-10-18 12:30:28,,,"[pay_code],[beg_day1],[pay_cd1],[pay_rate1],[retro_cd1],[retro1],[beg_day2],[pay_cd2],[pay_rate2],[retro_cd2],[retro2],[beg_day3],[pay_cd3],[pay_rate3],[retro_cd3],[retro3],[beg_day4],[pay_cd4],[pay_rate4],[retro_cd4],[retro4],[beg_day5],[pay_cd5],[pay_rate5],[retro_cd5],[retro5]",
eFin,mailmess,1591012749,0,2016-10-18 11:50:17,2016-10-18 13:12:36,,,"[message_no],[user_id],[message_date],[message]",
eFin,majmin,397960494,0,2016-10-18 11:10:12,2016-10-18 13:15:32,,,"[empl_no],[dtype],[school],[deg_date],[seq],[major],[maj_flg],[minor],[min_flg]",
eFin,mapckhld,624057309,286,2016-10-18 12:28:54,2022-03-16 08:09:20,,,"[vend_no],[check_no],[check_dt],[disb_fund]",
eFin,mapckhst,640057366,2,2016-10-18 12:28:55,2022-03-16 08:09:23,,,"[user_id],[old_chk_no],[new_chk_bo],[prt_date],[disb_fund]",
eFin,mchkhist,2080062496,32,2016-10-18 12:30:29,2016-10-18 12:30:29,,,"[user_id],[old_chkno],[new_chkno],[prt_date]",
eFin,mchkhld,2064062439,47,2016-10-18 12:30:28,2016-10-18 12:51:15,,,"[srt_no],[check_no],[iss_date],[empl_no]",
eFin,menu_applications,2041110362,10,2016-10-18 13:12:22,2024-03-17 14:30:37,pk_app_id,[app_id],"[app_id],[title],[package],[subpackage],[func],[spi_defined]",
eFin,menu_custom_opts,1634872941,5,2019-07-15 10:14:39,2019-07-15 10:14:39,pk_menu_custom_opts,"[base_progcall],[base_callpath]","[base_progcall],[base_callpath],[cust_progcall],[cust_callpath],[enable_flg],[change_date_time],[change_uid]",
eFin,menu_groups,2105110590,115,2016-10-18 13:12:22,2024-03-17 14:30:37,pk_app_id_tab_id_group_id,"[app_id],[tab_id],[group_id]","[app_id],[tab_id],[group_id],[title],[package],[subpackage],[func],[spi_defined]",
eFin,menu_options,21627170,678,2016-10-18 13:12:22,2024-03-17 14:30:37,pk_app_id_tab_id_group_id_option_id,"[app_id],[tab_id],[group_id],[option_id]","[app_id],[tab_id],[group_id],[option_id],[title],[progcall],[callpath],[package],[subpackage],[func],[is_fglrun],[is_sub_system],[spi_defined]",
eFin,menu_options_lic,1613404967,931,2022-03-16 08:13:47,2022-03-16 08:13:47,pk_menu_opt_lic,[id],"[id],[app_id],[app_title],[app_package],[app_subpackage],[app_func],[app_spi_defined],[tab_id],[tab_title],[tab_package],[tab_subpackage],[tab_func],[tab_spi_defined],[group_id],[group_title],[group_package],[group_subpackage],[group_func],[group_spi_defined],[option_id],[option_title],[progcall],[callpath],[package],[subpackage],[func],[is_fglrun],[is_sub_system],[spi_defined],[sectb_license_id],[change_date_time],[change_uid]",
eFin,menu_persnl_grps,1851153640,12,2016-09-23 14:54:20,2016-09-23 15:20:09,,,"[grp_num],[grp_title],[uid],[package],[exe_location]",
eFin,menu_persnl_opts,1867153697,97,2016-09-23 14:54:20,2016-09-23 14:54:20,,,"[grp_num],[uid],[opt_num],[option_name],[callpath],[progcall],[desk_icon],[package],[btn_num]",
eFin,menu_tabs,2073110476,15,2016-10-18 13:12:22,2024-03-17 14:30:37,pk_tab_id,[tab_id],"[tab_id],[title],[package],[subpackage],[func],[spi_defined]",
eFin,menutb_activity,1805965510,1,2016-10-18 11:41:55,2016-10-18 11:41:55,,,"[userid],[menu_path],[choice],[choicedesc],[package],[subpack],[func],[stampdate],[stamptime]",
eFin,menutb_cfg,1757965339,1,2016-10-18 11:41:50,2016-10-18 11:41:50,,,"[customer],[change_date],[change_time],[change_uid]",
eFin,menutb_items,2005582183,978,2016-09-23 14:02:27,2024-03-17 14:30:37,,,"[menu_path],[choice],[choicedesc],[progcall],[callpath],[run_command],[package],[subpack],[func],[change_date],[change_time],[change_uid]",
eFin,menutb_lock,1789965453,360,2016-10-18 11:41:54,2016-10-18 11:41:54,,,"[package],[subpack],[func],[num_users]",
eFin,menutb_printers,2053582354,6,2016-09-23 14:02:41,2016-09-23 15:19:58,,,"[building],[description],[pr_command],[quiet_mode],[copies_opt],[change_date],[change_time],[change_uid]",
eFin,menutb_rebuild,1859537708,0,2016-10-18 12:28:41,2016-10-18 12:28:41,,,"[spiuser],[package],[subpack],[func]",
eFin,menutb_termtype,243531951,2,2016-10-18 12:25:27,2016-10-18 12:25:27,,,"[term_type],[seq_132],[seq_80]",
eFin,menutb_titles,1773965396,195,2016-10-18 11:41:52,2016-10-18 12:51:04,,,"[menu_path],[title],[menuid],[change_date],[change_time],[change_uid]",
eFin,menutool,1795537480,226,2016-10-18 12:28:38,2016-10-18 12:51:15,PK__menutool__773095007E4F1E9C,[choice],"[choice],[group_id],[choiceparent],[action_index],[action_name],[description],[image],[comment],[item_type],[showtoolitem]",
eFin,menutool_groups,1865109735,33,2016-10-18 13:12:19,2016-10-18 13:12:19,PK__menutool__D57795A0CFB8D30A,[group_id],"[group_id],[group_type],[group_name],[parent_group_id],[gdc_order],[gwc_order],[gdc_title],[gwc_title],[group_orientation]",
eFin,menutool_items,1897109849,132,2016-10-18 13:12:20,2016-10-18 13:12:20,PK__menutool__52020FDD11858E0B,[item_id],"[item_id],[gdc_group_id],[gwc_group_id],[item_type],[action_name],[action_desc],[gdc_order],[gwc_order],[gdc_image],[gwc_image],[gdc_showtoolitem],[gwc_showtoolitem],[gwc_toolbar_order],[item_orientation],[tooltiptext]",
eFin,migration,1485404511,12,2022-03-16 08:13:47,2022-03-16 08:13:47,pk_migration,[id],"[id],[name],[project_name],[run_date]",
eFin,mmax_bpayrate,2144062724,0,2016-10-18 12:30:31,2016-10-18 12:51:15,,,"[eff_date],[empl_no],[classify],[fam_code],[grd_code],[cont_cyc]",
eFin,mmax_budpr,1052582838,0,2016-10-18 12:41:55,2016-10-18 12:51:17,,,"[empl_no],[rate_no],[pos],[fam_code],[grd_code],[bud_incr],[amt_incr],[prct_inc],[tea_amt],[curr_days],[curr_hours],[status_x],[cont_cyc],[incl_dock]",
eFin,mmax_hpayrate,2128062667,0,2016-10-18 12:30:31,2016-10-18 12:51:15,,,"[capture_date],[empl_no],[rate_no],[fam_code],[grd_code],[cont_cyc]",
eFin,mmax_payrate,2112062610,0,2016-10-18 12:30:30,2016-10-18 12:51:15,,,"[empl_no],[rate_no],[fam_code],[grd_code],[cont_cyc]",
eFin,mmax_prct,12579133,0,2016-10-18 12:30:31,2016-10-18 12:30:31,,,"[mid_pct],[max_pct],[incr_method]",
eFin,mncknote,1687013091,0,2016-10-18 11:50:19,2016-10-18 12:51:06,,,"[check_no],[lino],[description]",
eFin,mrapcrdetail,359008360,0,2016-10-18 11:47:14,2016-10-18 12:51:05,,,"[apcredt_no],[itemno],[cust_no],[servcode],[inv_no],[trx_type],[total_pd],[tot_paid],[tot_taxpaid],[rcpsyst_number]",
eFin,mrapcrdistrb,375008417,0,2016-10-18 11:47:15,2016-10-18 12:51:05,,,"[apcredt_no],[itemno],[seq_no],[servcode],[inv_no],[fund],[account],[debit_amount],[credit_amount]",
eFin,mrapcrhead,343008303,0,2016-10-18 11:47:14,2016-10-18 12:51:05,,,"[apcredt_no],[batch_no],[rec_stat],[rec_source],[trx_source],[cust_no],[crd_date],[amt_app],[amt_tax],[amt_nontax],[acomments],[post_date],[fa_intf_date],[stmt_date],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrbillitem,1962490070,0,2016-10-18 11:47:02,2016-10-18 12:51:05,,,"[itemcode],[itemdesc],[catcode],[servcode],[unitprice],[unitname],[salestax],[penalty],[interest],[rev_orgn],[rev_account],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrbinvdetl,183007733,0,2016-10-18 11:47:10,2016-10-18 12:51:05,,,"[servcode],[inv_no],[itemno],[itemtype],[itemcode],[itemdesc],[unitname],[qty],[unitprice],[tot_price],[distrtype],[salestax],[taxamount]",
eFin,mrbinvdistrb,199007790,0,2016-10-18 11:47:10,2016-10-18 12:51:05,,,"[servcode],[inv_no],[itemno],[seq_no],[rev_orgn],[rev_acct],[proj],[proj_rev_acct],[prcnt],[distr_amount],[tax_amount],[tax_code],[taxfund],[taxliaacct],[taxrcvacct],[taxcshacct],[distr_fund],[receivable_acct],[cash_acct]",
eFin,mrbinvhead,167007676,0,2016-10-18 11:47:10,2016-10-18 12:51:05,,,"[servcode],[inv_no],[trx_source],[trx_type],[inv_stat],[inv_date],[cust_no],[s_addrcode],[po_number],[termcode],[due_date],[icomments],[tot_invoice],[tot_tax],[tot_due],[prntddate],[postddate],[intfdate],[stmtdate],[batch_no],[iv_source],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrbrefund,391008474,0,2016-10-18 11:47:15,2016-10-18 12:51:05,,,"[refund_no],[cust_no],[ref_date],[ref_stat],[refr_no],[ref_amt],[rcomments],[unapp_orgn],[unapp_acct],[ref_orgn],[ref_acct],[vend_no],[batch_no],[ref_source],[post_date],[fa_intf_date],[stmnt_date],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrcategory,1898489842,0,2016-10-18 11:47:00,2016-10-18 12:51:05,,,"[catcode],[catdesc],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrclnttype,1946490013,0,2016-10-18 11:47:01,2016-10-18 12:51:05,,,"[typecode],[typedesc],[ent_operator],[ent_date],[upd_operator],[upd_date]",
eFin,mrcustaddr,2122490640,0,2016-10-18 11:47:05,2016-10-18 12:51:05,,,"[cust_no],[s_addrcode],[s_custname1],[s_custname2],[s_addr1],[s_addr2],[s_city],[s_state],[s_zipcode],[s_zipext],[taxcode]",
eFin,mrcustbill,2138490697,0,2016-10-18 11:47:05,2016-10-18 12:51:05,,,"[cust_no],[unapplcredit],[total_due],[pastdue1],[pastdue2],[pastdue3],[pastdue4],[ftd_charges],[ftd_payments],[cur_billdue],[cur_taxdue],[cur_pendue],[cur_intdue],[del_billdue],[del_taxdue],[del_pendue],[del_intdue],[lst_billedte],[lst_paydte],[lst_adjust],[lst_agedte],[lst_deldte],[lst_intdte],[lst_statdte],[tot_writeoff],[tot_taxwriteoff],[lst_wroffdate]",
